"CONTENT_ID","DO_NM","FACLT_DIV_NM","FACLT_NM","INDUTY","LCT_CL","MANAGE_STTUS","OPER_PD_CL","ROOM_COUNT","SBRS_CL","SIGUNGU_NM","SITE_BOTTOM_CL1","SITE_BOTTOM_CL2","SITE_BOTTOM_CL3","SITE_BOTTOM_CL4","SITE_BOTTOM_CL5"
101057,"전라남도","민간","우니메이카 장흥점","자동차야영장","","운영","봄,여름,가을,겨울","0","","장흥군","0","0","0","0","0"
101058,"강원도","민간","양양한스오토캠핑장","자동차야영장,글램핑","해변","운영","봄,여름,가을,겨울","44","전기,무선인터넷,장작판매,온수,물놀이장","양양군","0","0","0","0","0"
101059,"강원도","민간","별빛사이","일반야영장","강","운영","봄,여름,가을","10","전기,장작판매,온수,마트.편의점","평창군","1","10","0","0","0"
101060,"강원도","민간","민트초코캠핑장	","일반야영장","산","운영","봄,여름,가을,겨울","14","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","양구군","0","0","0","0","0"
101061,"경상남도","민간","쉼표 글램핑&캠핑","자동차야영장","","운영","봄,여름,가을,겨울","0","","거제시","0","0","0","0","0"
101062,"경상북도","민간","우니메이카 문경점","일반야영장","산,숲","운영","봄,여름,가을,겨울","18","전기,장작판매,온수,산책로,마트.편의점","문경시","0","4","14","0","0"
101063,"인천시","민간","캠프 노마드","일반야영장,카라반","산","운영","봄,여름,가을,겨울","55","전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","옹진군","0","10","40","0","0"
101065,"강원도","민간","팜스프링 야영장","일반야영장","산","운영","봄,여름,가을,겨울","29","전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","횡성군","0","0","0","0","0"
101066,"경상남도","민간","하늘하루자연관광농원","일반야영장","산,숲,계곡","운영","봄,여름,가을,겨울","10","전기,장작판매,온수,트렘폴린,물놀이장,마트.편의점","밀양시","0","0","0","0","0"
101067,"충청북도","민간","월악아지트캠핑장","자동차야영장","산","운영","봄,여름,가을,겨울","20","전기,장작판매,온수,물놀이장,마트.편의점","제천시","0","20","0","0","0"
101068,"강원도","민간","더좋은날n캠핑","일반야영장,자동차야영장","산,숲","운영","봄,여름,가을,겨울","24","전기,무선인터넷,장작판매,온수,물놀이장","영월군","0","0","0","0","0"
101069,"경기도","민간","운양캠프","글램핑","도심","운영","봄,여름,가을,겨울","12","전기,무선인터넷,온수","김포시","0","0","0","0","0"
101070,"경상북도","민간","문장대 사계절캠핑장","일반야영장","계곡","운영","봄,여름,가을,겨울","9","전기,장작판매,온수,물놀이장,마트.편의점","상주시","0","9","0","0","0"
101071,"경기도","민간","숲속에햇살캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","가평군","0","0","0","0","0"
101072,"강원도","민간","가자 GO캠핑 야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","원주시","0","0","0","0","0"
101074,"강원도","민간","키즈락 캠핑장","일반야영장","","휴장","봄,여름,가을,겨울","0","","원주시","0","0","0","0","0"
101075,"충청남도","민간","프라이빗캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","태안군","0","0","0","0","0"
101076,"경상북도","민간","낙화담캠핑장","자동차야영장","","운영","봄,여름,가을,겨울","0","","칠곡군","0","0","0","0","0"
101077,"전라북도","민간","대율저수지 오토캠핑장","자동차야영장","","운영","봄,여름,가을,겨울","0","","김제시","0","0","0","0","0"
101078,"경상북도","민간","청솔글램핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","고령군","0","0","0","0","0"
101079,"경상남도","민간","The 글래드 글램핑","글램핑","산","운영","봄,여름,가을,겨울","8","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","합천군","0","0","0","0","0"
101080,"전라북도","민간","봄빛 글램핑 앤 바비큐","일반야영장","","운영","봄,여름,가을,겨울","0","","김제시","0","0","0","0","0"
101081,"경기도","민간","느티포레 캠핑바베큐장","글램핑","도심","운영","봄,여름,가을,겨울","17","전기,물놀이장,마트.편의점","양주시","0","0","0","0","0"
101082,"경상남도","민간","와따캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","사천시","0","0","0","0","0"
101083,"대전시","민간","문스 글램핑","일반야영장","","운영","봄,여름,가을,겨울","0","","동구","0","0","0","0","0"
101084,"충청남도","지자체","청포대오토캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","태안군","0","0","0","0","0"
101085,"경상북도","민간","캠프공존","일반야영장,글램핑","도심","운영","봄,여름,가을,겨울","53","전기,장작판매,온수,물놀이장,운동장,마트.편의점","영천시","0","0","0","43","0"
101086,"충청북도","민간","덕동리301캠핑장","일반야영장","산","운영","봄,여름,가을","23","전기,장작판매,온수,마트.편의점","제천시","0","23","0","0","0"
101087,"강원도","민간","월든캠프","일반야영장","해변","운영","봄,여름,가을,겨울","0","전기,무선인터넷,장작판매,온수,물놀이장,운동장,마트.편의점","양양군","0","0","0","0","0"
101088,"경기도","민간","금동휴양림캠프3","일반야영장","","운영","봄,여름,가을,겨울","0","","포천시","0","0","0","0","0"
101089,"경상남도","민간","시선글램핑","자동차야영장","","운영","봄,여름,가을,겨울","0","","남해군","0","0","0","0","0"
101090,"경기도","민간","낭만야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","양평군","0","0","0","0","0"
101091,"전라남도","민간","금천계곡 야영장","자동차야영장","계곡","운영","봄,여름,가을,겨울","0","","광양시","0","0","0","0","0"
101092,"충청북도","민간","인더밸리","일반야영장","","운영","봄,여름,가을,겨울","0","","제천시","0","0","0","0","0"
101093,"강원도","민간","신림스테이캠프","일반야영장","산","운영","봄,여름,가을,겨울","16","전기,무선인터넷,장작판매,온수","원주시","0","0","0","0","0"
101094,"충청북도","민간","별애드림 캠핑장","카라반","숲","운영","봄,여름,가을,겨울","0","전기,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","영동군","0","0","0","0","0"
101095,"경상남도","민간","오오유맨손캠핑","일반야영장","","운영","봄,여름,가을,겨울","100","전기,온수,트렘폴린,물놀이장,마트.편의점","고성군","0","0","0","0","0"
101096,"경기도","민간","가평뷰캠핑장","일반야영장,자동차야영장","산,강","운영","봄,여름,가을","18","전기,무선인터넷,장작판매,온수,마트.편의점","가평군","0","0","0","0","0"
101097,"강원도","민간","홍천불멍멍글램핑캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","홍천군","0","0","0","0","0"
101098,"전라북도","민간","좋은하루캠핑장","일반야영장,자동차야영장","계곡","운영","봄,여름,가을,겨울","21","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","완주군","0","16","0","5","0"
101099,"경상북도","민간","아름드리 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","경주시","0","0","0","0","0"
1011,"강원도","민간","마루펜션 캠핑장","자동차야영장","강","운영","봄,여름,가을","20","전기,무선인터넷,장작판매,온수,운동시설","영월군","0","20","0","0","0"
101100,"경상북도","민간","힐링 글램핑","글램핑","해변","운영","봄,여름,가을,겨울","7","전기,무선인터넷,장작판매","칠곡군","0","0","0","0","0"
101101,"경기도","국립공원","북한산 사기막야영장","일반야영장","산","운영","봄,여름,가을,겨울","27","전기,무선인터넷,온수,산책로,마트.편의점","고양시","0","0","3","0","24"
101247,"전라남도","민간","여수 작금캠핑장","일반야영장","해변","운영","봄,여름,가을,겨울","9","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","여수시","0","0","0","0","0"
101248,"경기도","민간","배나무꽃 캠핑장","일반야영장","숲","운영","봄,여름,가을,겨울","70","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","파주시","0","0","0","0","0"
101249,"경기도","민간","백허그 캠핑장","일반야영장,자동차야영장","산,계곡","운영","봄,여름,가을,겨울","15","전기,무선인터넷,장작판매,온수,마트.편의점","가평군","0","4","11","0","0"
101250,"경상북도","","펀펀오토캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","상주시","0","0","0","0","0"
101251,"경기도","민간","프로방스 캠핑장","일반야영장,자동차야영장","산","운영","봄,여름,가을,겨울","24","전기,무선인터넷,장작판매,온수,산책로","파주시","0","0","0","0","0"
101252,"경상남도","","캠프빌리지","카라반,글램핑","해변","운영","봄,여름,가을","10","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","거제시","1","1","8","0","0"
101253,"경상북도","민간","감산","일반야영장","숲","운영","봄,여름,가을,겨울","13","전기,장작판매,온수,산책로","경주시","0","0","0","0","0"
101254,"경상남도","민간","글로리아 캠핑장","일반야영장,글램핑","해변","운영","봄,여름,가을,겨울","18","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","창원시","0","0","0","0","0"
101255,"경상남도","민간","그랜드 파파하우스야영장","일반야영장","산,숲,강,호수","운영","봄,여름,가을,겨울","6","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","진주시","2","0","4","0","0"
101287,"경상남도","민간","해양대국","일반야영장,자동차야영장","해변,섬,산","운영","봄,여름,가을","14","전기,무선인터넷,장작판매,온수","통영시","0","14","14","0","0"
101288,"충청북도","민간","삼태기캠핑장","일반야영장","산","운영","봄,여름,가을,겨울","9","전기,무선인터넷,장작판매,온수,트렘폴린,마트.편의점","괴산군","0","9","0","0","0"
101289,"강원도","민간","CAMP699","일반야영장","산,숲","운영","봄,여름,가을,겨울","21","전기,장작판매,온수,마트.편의점","인제군","21","0","0","0","0"
101292,"경상남도","민간","은하수 리조트","일반야영장","","운영","봄,여름,가을,겨울","0","","밀양시","0","0","0","0","0"
101293,"경상남도","민간","지리산 콤마 612","자동차야영장","","운영","봄,여름,가을,겨울","0","","산청군","0","0","0","0","0"
101294,"전라남도","민간","힐링빌리지 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","고흥군","0","0","0","0","0"
101295,"경기도","민간","테라피크닉","일반야영장","","운영","봄,여름,가을,겨울","0","","파주시","0","0","0","0","0"
101296,"대전시","민간","주식회사 바비큐팩토리 가수원점","자동차야영장","","운영","봄,여름,가을,겨울","0","","서구","0","0","0","0","0"
101297,"경기도","민간","바베큐존파크","일반야영장","","운영","봄,여름,가을,겨울","0","","포천시","0","0","0","0","0"
101298,"충청남도","민간","바글바글 관광농원","일반야영장","","운영","봄,여름,가을,겨울","0","","논산시","0","0","0","0","0"
101299,"경기도","민간","글램탐다오","일반야영장","","운영","봄,여름,가을,겨울","0","","가평군","0","0","0","0","0"
1013,"인천시","민간","마리원관광농원캠핑장","일반야영장","섬,숲,호수","운영","봄,여름,가을,겨울","50","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점","강화군","4","17","4","0","0"
101300,"울산시","민간","머물곶","일반야영장","","운영","봄,여름,가을,겨울","0","","울주군","0","0","0","0","0"
101301,"울산시","민간","간절곶캠프야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","울주군","0","0","0","0","0"
101302,"울산시","민간","메종야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","울주군","0","0","0","0","0"
101303,"울산시","민간","애플망고","일반야영장","","운영","봄,여름,가을,겨울","0","","울주군","0","0","0","0","0"
101304,"전라북도","민간","지리산길섶 솔숲야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","남원시","0","0","0","0","0"
101305,"경상북도","민간","창바우마을 해송피크닉장","자동차야영장","","운영","봄,여름,가을,겨울","0","","포항시","0","0","0","0","0"
101306,"경상북도","민간","오산야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","울진군","0","0","0","0","0"
101307,"강원도","민간","강별캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","영월군","0","0","0","0","0"
101308,"경상북도","민간","하월 오토캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","경주시","0","0","0","0","0"
101309,"강원도","민간","서정카라반펜션","자동차야영장","","운영","봄,여름,가을,겨울","0","","강릉시","0","0","0","0","0"
101310,"경상남도","민간","대봉캠핑랜드","일반야영장","","운영","봄,여름,가을,겨울","0","","함양군","0","0","0","0","0"
101311,"충청북도","민간","SOL Camping","일반야영장","","운영","봄,여름,가을,겨울","0","","괴산군","0","0","0","0","0"
101312,"강원도","민간","수타사 힐링 캠프","자동차야영장","숲","운영","봄,여름,가을,겨울","12","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","홍천군","0","0","0","0","0"
101313,"충청남도","민간","별빛하늘캠핑장","일반야영장","해변","운영","봄,여름,가을,겨울","36","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","서천군","0","14","24","0","0"
101314,"충청남도","민간","일월관광농원 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","공주시","0","0","0","0","0"
101315,"충청북도","민간","속리산 사내리 캠핑장","일반야영장","산","운영","봄,여름,가을,겨울","120","전기,무선인터넷,장작판매,온수,마트.편의점","보은군","0","0","0","0","0"
101316,"울산시","민간","해해카라반","일반야영장,카라반","해변","운영","봄,여름,가을,겨울","4","전기,무선인터넷,온수,산책로,마트.편의점","울주군","0","0","0","0","0"
101317,"대구시","민간","트리풀(treefull)","일반야영장","","운영","봄,여름,가을,겨울","0","","군위군","0","0","0","0","0"
101318,"경기도","민간","남한산 숲속캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","광주시","0","0","0","0","0"
101319,"충청남도","민간","숯숯","일반야영장","","운영","봄,여름,가을,겨울","0","","천안시","0","0","0","0","0"
101320,"경기도","민간","계곡에풍덩펜션캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","가평군","0","0","0","0","0"
101321,"충청북도","민간","별밤 차박 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","제천시","0","0","0","0","0"
101322,"경기도","민간","골드 오션 글램핑","일반야영장,글램핑","해변","운영","봄,여름,가을,겨울","16","전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","안산시","0","0","0","0","0"
101323,"경상남도","민간","산청프리미엄캠핑장","일반야영장,글램핑","산","운영","봄,여름,가을,겨울","17","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점","산청군","0","0","0","0","0"
101324,"경기도","민간","김원장캠핑","일반야영장","","운영","봄,여름,가을,겨울","0","","가평군","0","0","0","0","0"
101325,"경기도","민간","가화 2372","일반야영장","","운영","봄,여름,가을,겨울","0","","가평군","0","0","0","0","0"
101326,"경상북도","민간","캠핑팜","일반야영장","","운영","봄,여름,가을,겨울","0","","경주시","0","0","0","0","0"
101327,"경상북도","민간","비치드웨일 카라반야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","포항시","0","0","0","0","0"
101328,"경기도","민간","달빛그릴캠핑","일반야영장","","운영","봄,여름,가을,겨울","0","","동두천시","0","0","0","0","0"
101329,"충청남도","민간","캠핑스테이 청포대","일반야영장","","운영","봄,여름,가을,겨울","0","","태안군","0","0","0","0","0"
101330,"경기도","민간","비앙드팜","일반야영장","","운영","봄,여름,가을,겨울","0","","양평군","0","0","0","0","0"
101331,"경기도","민간","선택적고립캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","가평군","0","0","0","0","0"
101332,"강원도","민간","봉포레이크오토캠핑장","자동차야영장","","운영","봄,여름,가을,겨울","0","","고성군","0","0","0","0","0"
101333,"경상남도","민간","활주로 야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","밀양시","0","0","0","0","0"
101334,"경상북도","민간","린하우스","일반야영장","","운영","봄,여름,가을,겨울","0","","청도군","0","0","0","0","0"
101335,"경기도","민간","별빛수동계곡 글램핑&카라반","일반야영장","","운영","봄,여름,가을,겨울","0","","남양주시","0","0","0","0","0"
101336,"강원도","민간","별비담캠핑장","자동차야영장","계곡","운영","봄,여름,가을,겨울","23","전기,무선인터넷,장작판매,온수,산책로,운동장,마트.편의점","동해시","0","0","0","0","0"
101337,"대구시","민간","80포레스트카라반캠프","자동차야영장","산","운영","봄,여름,가을,겨울","0","","군위군","0","0","0","0","0"
101338,"경기도","민간","스테이635","일반야영장","","운영","봄,여름,가을,겨울","0","","포천시","0","0","0","0","0"
101339,"경상남도","민간","대암 팜트리","자동차야영장","산,숲","운영","봄,여름,가을,겨울","9","전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","진주시","0","9","0","0","0"
101340,"경기도","민간","그린바움캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","여주시","0","0","0","0","0"
101341,"충청남도","민간","천안 디디글램핑","일반야영장,글램핑","","운영","봄,여름,가을,겨울","0","","천안시","0","0","0","0","0"
101342,"강원도","민간","메이트 캠핑","일반야영장","산","운영","봄,여름,가을,겨울","25","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","원주시","0","0","0","0","0"
101343,"강원도","민간","유메모리 캠핑","일반야영장","숲","운영","봄,여름,가을,겨울","17","전기,장작판매,온수,물놀이장,산책로,마트.편의점","강릉시","0","17","0","0","0"
101344,"경상남도","지자체","별천지 캠핑장","자동차야영장","해변","운영","봄,여름,가을","30","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","남해군","0","0","0","0","0"
101345,"경기도","민간","희락농원","일반야영장","","운영","봄,여름,가을,겨울","0","","포천시","0","0","0","0","0"
101346,"경상남도","자연휴양림","밀양 도래재 자연휴양림 야영장","일반야영장","산","운영","봄,여름,가을,겨울","0","","밀양시","0","0","0","0","0"
101347,"강원도","민간","블루밍 캠프","일반야영장","산,계곡","운영","봄,여름,가을,겨울","0","","영월군","0","0","0","0","0"
101348,"경상북도","민간","햅어꿉데이","일반야영장","","운영","봄,여름,가을,겨울","0","","경주시","0","0","0","0","0"
101349,"경기도","민간","대이산 숲속 캠프","일반야영장","","운영","봄,여름,가을,겨울","0","","안성시","0","0","0","0","0"
101350,"경기도","민간","짐스토리","일반야영장","","운영","봄,여름,가을,겨울","0","","안성시","0","0","0","0","0"
101351,"경상남도","민간","어메이징 캠프 거창","일반야영장","산,숲","운영","봄,여름,가을,겨울","0","","거창군","0","0","0","0","0"
101352,"경상북도","민간","경주 다다 글램핑","일반야영장,글램핑","산,숲","운영","봄,여름,가을,겨울","0","","경주시","0","0","0","0","0"
101353,"경기도","민간","연꽃빌리지 관광농원","일반야영장","도심","운영","봄,여름,가을,겨울","0","","양주시","0","0","0","0","0"
101354,"경기도","민간","봄이오는 캠프","일반야영장","","운영","봄,여름,가을,겨울","0","","양주시","0","0","0","0","0"
101355,"충청남도","민간","재리캠핑","일반야영장","","운영","봄,여름,가을,겨울","0","","아산시","0","0","0","0","0"
101356,"경기도","민간","바베큐팩토리캠핑장","일반야영장","도심","운영","봄,여름,가을,겨울","0","","용인시","0","0","0","0","0"
101357,"강원도","민간","에이치에스네이처","일반야영장","","운영","봄,여름,가을,겨울","0","","춘천시","0","0","0","0","0"
101358,"전라북도","민간","랜드캠핑장 글램핑","일반야영장","","운영","봄,여름,가을,겨울","0","","무주군","0","0","0","0","0"
101359,"전라남도","민간","러블레싱","일반야영장","","운영","봄,여름,가을,겨울","0","","순천시","0","0","0","0","0"
101360,"충청북도","민간","레이크힐 캠프","카라반","호수","운영","봄,여름,가을,겨울","10","","제천시","0","0","0","0","0"
101361,"충청남도","민간","서천 힐링 캠핑장","일반야영장","산","운영","봄,여름,가을,겨울","0","","서천군","0","0","0","0","0"
101362,"강원도","민간","우니메이카 춘천점","일반야영장","산","운영","봄,여름,가을,겨울","0","","춘천시","0","0","0","0","0"
101363,"강원도","민간","푸른숲","일반야영장","산,숲","운영","봄,여름,가을,겨울","0","","평창군","0","0","0","0","0"
101364,"전라북도","민간","캠프히어","일반야영장","","운영","봄,여름,가을,겨울","0","","전주시","0","0","0","0","0"
101365,"강원도","민간","평창 별내림계곡캠핑장","일반야영장","계곡","운영","봄,여름,가을,겨울","26","전기,장작판매,온수,물놀이장,마트.편의점","평창군","0","0","0","0","0"
101366,"강원도","민간","야단법석","일반야영장","강","운영","봄,여름,가을,겨울","0","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,마트.편의점","영월군","0","0","0","0","0"
101367,"강원도","민간","더클라우드","일반야영장,글램핑","산","운영","봄,여름,가을,겨울","16","전기,무선인터넷,장작판매,온수,물놀이장,산책로","평창군","0","0","0","0","0"
101368,"충청북도","민간","스테이아웃","일반야영장","","운영","봄,여름,가을,겨울","15","","제천시","0","15","0","0","0"
101369,"경상남도","민간","산들캠핑파크","자동차야영장,글램핑","산","운영","봄,여름,가을,겨울","33","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","의령군","0","0","0","0","0"
101370,"제주도","민간","돈내코 야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","서귀포시","0","0","0","0","0"
101371,"강원도","민간","춘천 금병산 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","춘천시","0","0","0","0","0"
101372,"부산시","민간","가덕카라글램핑","일반야영장","","운영","봄,여름,가을,겨울","0","","강서구","0","0","0","0","0"
101373,"경상남도","지자체","경상남도교육청 종합복지관 분원 미숭산교직원휴양원","자동차야영장","","운영","봄,여름,가을,겨울","0","","합천군","0","0","0","0","0"
101374,"충청북도","민간","워터사이드 캠핑장","자동차야영장","","운영","봄,여름,가을,겨울","0","","진천군","0","0","0","0","0"
101375,"경기도","민간","가평아지트캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","가평군","0","0","0","0","0"
101376,"경상남도","민간","남해에코촌","일반야영장","","운영","봄,여름,가을,겨울","0","","남해군","0","0","0","0","0"
101377,"경상북도","민간","해빛뜰마을","일반야영장","","운영","봄,여름,가을,겨울","0","","울진군","0","0","0","0","0"
101102,"경기도","민간","글램핑 봄","글램핑","강","운영","봄,여름,가을,겨울","12","전기,무선인터넷,장작판매,온수,운동장,마트.편의점","평택시","0","0","0","0","0"
101103,"충청남도","","벌곡 산속 캠핑장","일반야영장","산","운영","봄,여름,가을,겨울","28","전기,장작판매,온수","논산시","0","0","0","0","0"
101104,"경기도","민간","워크안산 피크닉","일반야영장","","운영","봄,여름,가을,겨울","0","","안산시","0","0","0","0","0"
101105,"충청북도","민간","옥화 포시즌캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","청주시","0","0","0","0","0"
101106,"경기도","민간","임진강 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","연천군","0","0","0","0","0"
101107,"강원도","민간","원주 우리 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","원주시","0","0","0","0","0"
101108,"충청남도","민간","도담2캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","태안군","0","0","0","0","0"
101109,"충청남도","민간","달산포진주캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","태안군","0","0","0","0","0"
101110,"경기도","민간","푸르른 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","양평군","0","0","0","0","0"
101111,"경기도","민간","포천아르테미스 글램핑","일반야영장,글램핑","계곡,호수","운영","봄,여름,가을,겨울","0","","포천시","0","0","0","0","0"
101112,"전라남도","민간","굿모닝오소재글램핑","일반야영장,글램핑","","운영","봄,여름,가을,겨울","0","","해남군","0","0","0","0","0"
101113,"전라북도","민간","수룡캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","완주군","0","0","0","0","0"
101114,"경기도","민간","고기하이캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","이천시","0","0","0","0","0"
101115,"경상북도","민간","자호천생태학교","일반야영장","","운영","봄,여름,가을,겨울","0","","영천시","0","0","0","0","0"
101116,"경기도","민간","팔현 캠핑1","일반야영장","","운영","봄,여름,가을,겨울","0","","남양주시","0","0","0","0","0"
101117,"경기도","민간","양명힐링캠프","일반야영장","숲","운영","봄,여름,가을,겨울","13","전기,무선인터넷,장작판매,온수","양주시","0","0","0","0","0"
101118,"강원도","민간","라만차의 돈키호테 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","정선군","0","0","0","0","0"
101119,"강원도","민간","(주)산들링크","일반야영장","","운영","봄,여름,가을,겨울","0","","영월군","0","0","0","0","0"
101120,"경기도","민간","집 밖으로","일반야영장","","운영","봄,여름,가을,겨울","0","","양평군","0","0","0","0","0"
101121,"경기도","민간","베르아델 승마클럽","일반야영장","","운영","봄,여름,가을,겨울","0","","안산시","0","0","0","0","0"
101122,"충청북도","민간","캠핑클라쓰","자동차야영장","","운영","봄,여름,가을,겨울","0","","옥천군","0","0","0","0","0"
101123,"충청남도","민간","태안머드오토캠핑","일반야영장","","운영","봄,여름,가을,겨울","0","","태안군","0","0","0","0","0"
101124,"전라남도","민간","뚜띠아모 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","고흥군","0","0","0","0","0"
101125,"충청북도","민간","청풍레이크 카라반","카라반","","운영","봄,여름,가을,겨울","0","","제천시","0","0","0","0","0"
101126,"경기도","민간","만월글램핑","글램핑","","운영","봄,여름,가을,겨울","0","","가평군","0","0","0","0","0"
101127,"충청북도","민간","진천명품휴미락캠핑장","자동차야영장","","운영","봄,여름,가을,겨울","0","","진천군","0","0","0","0","0"
101128,"충청남도","민간","이비가에프앤비야영장(A)","일반야영장","","운영","봄,여름,가을,겨울","0","","태안군","0","0","0","0","0"
101130,"강원도","민간","덕두글램핑","글램핑","강","운영","봄,여름,가을,겨울","9","전기,무선인터넷,장작판매,온수,마트.편의점","춘천시","0","0","0","0","0"
101131,"강원도","민간","또와또 오토캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","화천군","0","0","0","0","0"
101132,"경상남도","민간","무지개카라반","카라반","","운영","봄,여름,가을,겨울","0","","사천시","0","0","0","0","0"
101133,"경기도","민간","캠핑7604","자동차야영장","강","운영","봄,여름,가을,겨울","26","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","연천군","0","26","0","0","0"
101134,"경기도","민간","글래머스글램핑","글램핑","","운영","봄,여름,가을,겨울","0","","포천시","0","0","0","0","0"
101135,"경기도","민간","두리랜드 공룡카라반파크","일반야영장","","운영","봄,여름,가을,겨울","0","","양주시","0","0","0","0","0"
101136,"충청남도","민간","동학사힐링캠핑장","일반야영장","","운영","봄,여름,가을,겨울","0","","공주시","0","0","0","0","0"
101137,"강원도","자연휴양림","갯골자연휴양림 야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","인제군","0","0","0","0","0"
101138,"강원도","민간","태기산 야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","횡성군","0","0","0","0","0"
101139,"강원도","민간","월강캠프","일반야영장","산","운영","봄,여름,가을,겨울","24","전기,무선인터넷,장작판매,온수,산책로,운동장,마트.편의점","횡성군","0","0","0","0","0"
101140,"울산시","민간","별숲글램핑","글램핑","산","운영","봄,여름,가을,겨울","23","전기,무선인터넷,온수,물놀이장,산책로","울주군","0","0","0","0","0"
101141,"경기도","민간","구르미의 오션","카라반","산,강,도심","운영","봄,여름,가을,겨울","4","전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","김포시","0","0","0","0","0"
101142,"경상남도","민간","새울림오토캠핑장","자동차야영장","해변","운영","봄,여름,가을,겨울","13","전기,장작판매,온수,물놀이장,산책로,마트.편의점","통영시","0","0","0","0","0"
101143,"경상북도","민간","캠프어게인","일반야영장,자동차야영장","산","운영","봄,여름,가을","48","전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","경주시","0","0","0","0","0"
101144,"충청남도","민간","캠프타임 캠핑장","자동차야영장","","운영","봄,여름,가을,겨울","0","","보령시","0","0","0","0","0"
101145,"대구시","민간","스테이700","일반야영장","","운영","봄,여름,가을,겨울","10","전기,장작판매,온수,산책로","군위군","0","0","0","0","0"
101146,"충청남도","민간","몽키캠핑장","자동차야영장,글램핑","","운영","봄,여름,가을,겨울","0","전기,장작판매,온수,물놀이장,산책로,마트.편의점","천안시","0","0","0","0","0"
101147,"경기도","민간","포천예담가족캠핑장&글램핑","일반야영장","","운영","봄,여름,가을,겨울","0","","포천시","0","0","0","0","0"
